"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","1","1","2.984748","0","19"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","1","1","3.059262","0","16"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","1","1","2.996958","0","19"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","28","1","1","23.076145","0","285"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","4","1","1","2.502951","0","13"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","0","7","1","1","3.815530","0","34"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","28","1","1","18.490328","0","280"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","1","1","2.806765","0","22"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","1","1","2.982153","0","26"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","145","2","1","123.655266","0","4620"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","14","1","1","11.560252","0","82"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","1","1","2.693977","0","13"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","44","4","2","30.004692","0","194"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","56","1","1","62.293850","0","715"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","82","1","1","98.778008","0","1587"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","14","1","1","11.605610","0","88"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","15","1","1","15.393102","0","128"
"/Landmass/Landscape/BlueprintBrushes/Materials/RenderSplineDepths.RenderSplineDepths","0","8","1","1","5.149261","0","37"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","0","15","1","1","9.143638","0","102"
"/Interchange/gltf/M_Unlit.M_Unlit","0","32","3","2","18.549189","0","206"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","24","1","1","133.580032","0","139"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","14","1","1","12.050899","0","78"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","14","1","1","12.466596","0","95"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","14","1","1","11.844534","0","85"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","14","1","1","12.092073","0","89"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","28","2","2","28.046417","0","194"
"/Interchange/gltf/M_Transmission.M_Transmission","0","108","4","4","701.372314","0","826"
"/Interchange/gltf/M_Sheen.M_Sheen","0","112","5","4","86.830521","0","749"
"/Interchange/gltf/M_Translucent.M_Translucent","0","200","8","8","1209.137207","0","1701"
"/Interchange/gltf/M_Opaque.M_Opaque","0","224","13","8","177.604416","0","1905"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","0","5","1","1","3.248464","0","19"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField.CacheDistanceField","0","5","1","1","3.198851","0","19"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","0","5","1","1","3.702404","0","15"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","0","4","1","1","2.938247","0","13"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","0","4","1","1","2.694403","0","11"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","0","4","1","1","2.294872","0","11"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","0","4","1","1","2.811154","0","13"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","0","5","1","1","2.905631","0","15"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","0","5","5","1","4.642660","0","7"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","4","4","1","2.482074","0","4"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","37","1","1","29.865679","0","326"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","37","2","1","30.709478","0","292"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","37","2","1","30.318607","0","362"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","6","1","22.400829","0","154"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","9","9","1","5.137156","0","11"
"/ControlRig/M_Manip.M_Manip","0","9","9","1","4.679615","0","13"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","6","1","7.027857","0","11"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","4","1","2.579867","0","4"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","6","1","4.697796","0","9"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","53","2","1","153.010422","0","328"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","5","1","4.242596","0","28"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","84","7","1","610.601807","795","36853"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","93","5","1","91.551331","0","902"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","139","4","1","157.547974","0","1509"
"Globals","49","5068","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","1","1","3.705122","0","10"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","6","6","1","5.298272","0","6"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","2","1","4.364246","0","13"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","17","1","1","14.753799","0","171"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","1","1","3.508319","0","19"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","6","1","1","4.325056","0","26"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","1","1","3.976293","0","13"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","9","1","1","6.024511","0","53"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","49","8","1","1","5.093699","0","43"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","1","1","4.199837","0","34"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","145","1","1","94.189720","0","10090"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","12","1","1","8.132761","0","89"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","1","1","3.890569","0","19"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","1","1","3.074344","0","19"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","1","1","3.256655","0","19"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","28","1","1","21.221310","0","405"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","4","1","10.520581","0","93"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","4","2","1","2.421815","0","11"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","4","1","1","2.448625","0","11"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","1","1","70.869453","0","1384"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","3","1","70.543777","0","1424"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","1","1","71.812431","0","1429"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","2","1","24.776548","0","389"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","7","1","5.005981","0","7"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","3","2","33.624199","0","820"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","1","1","6.870364","0","47"
"/ControlRig/M_Manip.M_Manip","49","9","1","1","6.242033","0","43"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","1","1","3.800854","0","26"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","1","1","3.087487","0","13"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","1","1","6.612054","0","26"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","58","10","6","34.202316","0","337"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","1","1","56.637245","0","1365"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","1","1","6.340730","0","64"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","8","1","71.532997","0","3726"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","7","1","116.679108","0","4618"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","936","2","1","660.596619","88","116833"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","30","1","1","19.759283","0","268"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","3.236658","0","26"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","1","1","3.076068","0","18"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","1","1","95.248413","0","3130"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","1","1","10.438783","0","98"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","1","1","2.747036","0","13"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","60","1","1","59.998924","0","812"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","86","1","1","78.233398","0","1018"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","1","1","10.105644","0","84"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","1","1","13.258291","0","113"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","49","15","1","1","9.689813","0","103"
"/Interchange/gltf/M_Unlit.M_Unlit","49","36","2","2","22.287155","0","326"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","1","1","59.533554","0","160"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","1","1","10.429458","0","110"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","1","1","11.188588","0","88"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","1","1","11.099226","0","72"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","1","1","11.044081","0","76"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","28","2","2","24.323051","0","139"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","5","4","280.430847","0","856"
"/Interchange/gltf/M_Sheen.M_Sheen","49","120","5","4","83.388596","0","1182"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","8","8","500.313049","0","1692"
"/Interchange/gltf/M_Opaque.M_Opaque","49","240","8","8","166.355545","0","2144"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","49","424","9","4","790.796753","0","8129"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField.CacheDistanceField","49","5","1","1","3.065684","0","15"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","49","5","1","1","3.279852","0","15"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","49","4","1","1","2.628961","0","10"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","49","4","1","1","2.496229","0","10"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","49","5","1","1","3.132585","0","16"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","49","5","1","1","3.927383","0","19"
"/Landmass/Landscape/BlueprintBrushes/Materials/RenderSplineDepths.RenderSplineDepths","49","8","1","1","5.441880","0","39"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","49","5","1","1","3.496095","0","19"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","49","4","1","1","2.921755","0","13"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","49","4","1","1","2.941547","0","13"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","49","7","1","1","4.793119","0","28"
